model	loader	kind	cache_mode	metric	value	status
Qwen/Qwen3-8B	ts_safetensors_default	steady_state_decode	warm	decode_max_ms	76.09	estimated
Qwen/Qwen3-8B	ts_safetensors_default	steady_state_decode	warm	decode_min_ms	75.27	estimated
Qwen/Qwen3-8B	ts_safetensors_default	steady_state_decode	warm	init_ms	99285.78	estimated
Qwen/Qwen3-8B	ts_safetensors_default	ttft	cold	first_token_ms	22.19	estimated
Qwen/Qwen3-8B	ts_safetensors_default	ttft	cold	init_ms	108565.72	estimated
Qwen/Qwen3-8B	ts_safetensors_default	ttft	cold	ttft_ms	108587.91	estimated
Qwen/Qwen3-8B	ts_safetensors_default	ttft	warm	first_token_ms	16.05	estimated
Qwen/Qwen3-8B	ts_safetensors_default	ttft	warm	init_ms	99678.23	estimated
Qwen/Qwen3-8B	ts_safetensors_default	ttft	warm	ttft_ms	99694.28	estimated
Qwen/Qwen3-8B	ts_safetensors_sync	load_only	cold	init_ms	79180.98	estimated
Qwen/Qwen3-8B	ts_safetensors_sync	load_only	warm	init_ms	67037.82	estimated
Qwen/Qwen3-8B	ts_safetensors_sync	steady_state_decode	cold	decode_avg_ms	75.70	estimated
Qwen/Qwen3-8B	ts_safetensors_sync	steady_state_decode	cold	decode_max_ms	76.16	estimated
